lat (deg),lng (deg),alt (m),az (deg),el (deg),range (m),ha (deg),dec (deg),ha_offset (deg),dec_offset (deg),utime,isotime,ground_lat (deg),ground_lng (deg),ground_alt (m),aprs_lat (deg),aprs_lng (deg),aprs_alt (m),pred_lat (deg),pred_lng (deg),pred_alt (m),command,source
42.33933,-83.9075,10185,296.8094046,32.52371953,18367.46218,5.287693836,40.02041112,0,0,22,33:09.6,42.33933,-83.9075,10185,34.03983,-93.8895,248.41,42.33933747,-83.90201896,9718.244406,"#33,5.287693835964798,40.02041111912368;",ground
42.33517,-83.905,10589,295.5919928,34.24915011,18266.35847,5.113394515,39.99982902,0,0,23,33:19.6,42.33517,-83.905,10589,34.03983,-93.8895,248.41,42.34451589,-83.90606041,10154.00162,"#33,5.113394514512979,39.9998290211947;",ground
42.3325,-83.90283,11032,294.8526678,35.90503084,18286.24013,4.961478946,40.27007931,0,0,24,33:29.6,42.3325,-83.90283,11032,34.03983,-93.8895,248.41,42.338247,-83.90452116,10689.59097,"#33,4.961478945799581,40.270079305266336;",ground
42.32883,-83.8975,11407,294.1016779,37.93042656,18057.69385,4.779856251,40.68032886,0,0,25,33:39.6,42.32883,-83.8975,11407,34.03983,-93.8895,248.41,42.3345667,-83.91455727,10961.61513,"#33,4.779856250721221,40.680328862729134;",ground
42.32367,-83.89133,11889,292.7594056,40.52878895,17825.66066,4.534161386,40.89798628,0,0,26,33:49.6,42.32367,-83.89133,11889,34.03983,-93.8895,248.41,42.32158892,-83.90027456,11550.38734,"#33,4.534161385811491,40.89798628317244;",ground
42.31767,-83.886,12347,290.7743875,43.04520834,17643.48484,4.278435552,40.61466021,0,0,27,33:59.6,42.31767,-83.886,12347,34.03983,-93.8895,248.41,42.32395134,-83.89574865,11742.6547,"#33,4.278435551582289,40.614660206773294;",ground
42.30333,-83.87483,13232,284.9621229,48.28183685,17323.34443,3.720860563,38.99507252,0,0,28,34:09.6,42.30333,-83.87483,13232,34.03983,-93.8895,248.41,42.32672587,-83.89681662,12419.52287,"#33,3.7208605634438183,38.99507251514768;",ground
42.29383,-83.8705,13641,280.0893008,50.61785312,17259.78939,3.432466344,37.02772128,0,0,29,34:19.6,42.29383,-83.8705,13641,34.03983,-93.8895,248.41,42.31631982,-83.87677858,12430.4466,"#33,3.4324663442825054,37.027721281973605;",ground
42.28717,-83.86317,14035,276.5925174,53.28091674,17135.98184,3.157355714,36.15832084,0,0,30,34:29.6,42.28717,-83.86317,14035,34.03983,-93.8895,248.41,42.30595816,-83.87157159,13496.07045,"#33,3.1573557143515725,36.15832083923644;",ground
42.28017,-83.8545,14476,272.3964357,56.25663333,17050.41023,2.85238401,35.2094811,0,0,31,34:39.7,42.28017,-83.8545,14476,34.03983,-93.8895,248.41,42.2984133,-83.87127731,13685.4893,"#33,2.85238400956484,35.209481099181616;",ground
42.27083,-83.8505,14912,265.9651657,57.93061764,17246.10894,2.605455979,32.84835228,0,0,32,34:49.7,42.27083,-83.8505,14912,34.03983,-93.8895,248.41,42.24782465,-83.83263014,16532.22222,"#33,2.6054559787413316,32.84835228257881;",ground
42.25217,-83.84683,16126,252.8714416,59.71193832,18330.41428,2.207897623,28.09806012,0,0,33,34:59.7,42.25217,-83.84683,16126,34.03983,-93.8895,248.41,42.27258914,-83.86776323,14154.00817,"#33,2.2078976230845155,28.098060117809545;",ground
42.247,-83.84433,16546,249.0781525,60.37850423,18691.07902,2.080853482,27.01353198,0,0,34,35:09.7,42.247,-83.84433,16546,34.03983,-93.8895,248.41,42.27144869,-83.83669206,15195.05568,"#33,2.0808534820715834,27.013531984538567;",ground
42.24067,-83.84267,16963,244.7575235,60.60083687,19128.45587,1.965311267,25.54298475,0,0,35,35:19.7,42.24067,-83.84267,16963,34.03983,-93.8895,248.41,42.25866117,-83.82649665,15870.4179,"#33,1.9653112673015447,25.542984746489044;",ground
42.2355,-83.84067,17361,241.1909048,60.87842229,19532.00023,1.862452607,24.46583731,0,0,36,35:29.7,42.2355,-83.84067,17361,34.03983,-93.8895,248.41,42.23930731,-83.84550617,16213.52117,"#33,1.8624526074882537,24.4658373110003;",ground
42.22917,-83.8415,17761,237.8159071,60.38998925,20085.26733,1.800730751,22.96300228,0,0,37,35:39.7,42.22917,-83.8415,17761,34.03983,-93.8895,248.41,42.18227221,-83.83633709,20940.69377,"#33,1.8007307513307353,22.963002278683923;",ground
42.22333,-83.84483,18170,235.6187634,59.53274661,20733.22644,1.78308158,21.59034108,0,0,38,35:49.7,42.22333,-83.84483,18170,34.03983,-93.8895,248.41,42.25171784,-83.838581,16614.35706,"#33,1.783081580467943,21.590341083530628;",ground
42.21983,-83.84767,18589,234.6306442,59.13701131,21305.61617,1.774169377,20.96181113,0,0,39,35:59.7,42.21983,-83.84767,18589,34.03983,-93.8895,248.41,42.21994421,-83.83895164,18209.96081,"#33,1.7741693774393366,20.961811126517905;",ground
42.05117,-83.7625,33,184.2454288,-0.701571435,25118.36381,0.425501538,-48.24992409,0,0,40,36:09.8,42.05117,-83.7625,33,34.03983,-93.8895,248.41,42.22173203,-83.83416263,18526.6721,"#33,0.42550153782031525,-48.24992408564717;",ground
42.18283,-83.84583,12083,219.9927546,40.84175103,18009.12872,1.939572076,0.635649506,0,0,41,36:19.8,42.18283,-83.84583,12083,34.03983,-93.8895,248.41,42.20844388,-83.84823019,18964.48387,"#33,1.9395720756053618,0.6356495064763575;",ground
42.179,-83.84133,10629,217.6575001,36.95796176,17170.25832,1.952441905,-3.647529142,0,0,42,36:29.8,42.179,-83.84133,10629,34.03983,-93.8895,248.41,42.20654717,-83.85856257,19410.87949,"#33,1.9524419052532547,-3.647529142385667;",ground
42.198,-83.85417,15479,227.1890964,49.67528919,19904.55886,1.926727045,10.80576912,0,0,43,36:39.8,42.198,-83.85417,15479,34.03983,-93.8895,248.41,42.21284073,-83.8554531,19861.01953,"#33,1.9267270451558958,10.805769118120159;",ground
42.16833,-83.83517,7290,213.1623065,25.89009515,15991.83564,2.044867442,-15.27720502,0,0,44,36:49.8,42.16833,-83.83517,7290,34.03983,-93.8895,248.41,41.28430757,-83.37436988,-83313.67907,"#33,2.04486744231685,-15.277205016163647;",ground
42.16433,-83.83333,6446,211.7164875,22.69247981,15910.69293,2.053817635,-18.73323765,0,0,45,36:59.8,42.16433,-83.83333,6446,34.03983,-93.8895,248.41,43.01470134,-84.3488802,95079.36589,"#33,2.0538176353921167,-18.73323764811995;",ground
